 time   Mgal      M*       MWD     MBHNS    Msub     Mgas     Zgas   <Z*>mass <Z*>Lbol
  445 .100E+01 .817E+00 .228E-01 .103E-01 .000E+00 .150E+00 .686E-01 .800E-03 .800E-03
  450 .100E+01 .816E+00 .230E-01 .103E-01 .000E+00 .151E+00 .684E-01 .800E-03 .800E-03
  455 .100E+01 .816E+00 .231E-01 .103E-01 .000E+00 .151E+00 .683E-01 .800E-03 .800E-03
  460 .100E+01 .815E+00 .233E-01 .103E-01 .000E+00 .151E+00 .681E-01 .800E-03 .800E-03
  465 .100E+01 .814E+00 .235E-01 .103E-01 .000E+00 .152E+00 .680E-01 .800E-03 .800E-03
  470 .100E+01 .814E+00 .237E-01 .103E-01 .000E+00 .152E+00 .678E-01 .800E-03 .800E-03
  475 .100E+01 .813E+00 .238E-01 .103E-01 .000E+00 .153E+00 .677E-01 .800E-03 .800E-03
  480 .100E+01 .813E+00 .240E-01 .103E-01 .000E+00 .153E+00 .675E-01 .800E-03 .800E-03
  485 .100E+01 .812E+00 .241E-01 .103E-01 .000E+00 .154E+00 .674E-01 .800E-03 .800E-03
  490 .100E+01 .811E+00 .243E-01 .103E-01 .000E+00 .154E+00 .673E-01 .800E-03 .800E-03
  495 .100E+01 .811E+00 .244E-01 .103E-01 .000E+00 .154E+00 .671E-01 .800E-03 .800E-03
  500 .100E+01 .810E+00 .246E-01 .103E-01 .000E+00 .155E+00 .670E-01 .800E-03 .800E-03
  505 .100E+01 .810E+00 .247E-01 .103E-01 .000E+00 .155E+00 .669E-01 .800E-03 .800E-03
  510 .100E+01 .809E+00 .249E-01 .103E-01 .000E+00 .155E+00 .668E-01 .800E-03 .800E-03
  515 .100E+01 .809E+00 .250E-01 .103E-01 .000E+00 .156E+00 .667E-01 .800E-03 .800E-03
  520 .100E+01 .808E+00 .252E-01 .103E-01 .000E+00 .156E+00 .665E-01 .800E-03 .800E-03
  525 .100E+01 .808E+00 .253E-01 .103E-01 .000E+00 .157E+00 .664E-01 .800E-03 .800E-03
  530 .100E+01 .807E+00 .254E-01 .103E-01 .000E+00 .157E+00 .663E-01 .800E-03 .800E-03
  535 .100E+01 .807E+00 .256E-01 .103E-01 .000E+00 .157E+00 .662E-01 .800E-03 .800E-03
  540 .100E+01 .806E+00 .257E-01 .103E-01 .000E+00 .158E+00 .661E-01 .800E-03 .800E-03
  545 .100E+01 .806E+00 .259E-01 .103E-01 .000E+00 .158E+00 .660E-01 .800E-03 .800E-03
  550 .100E+01 .805E+00 .260E-01 .103E-01 .000E+00 .158E+00 .659E-01 .800E-03 .800E-03
  555 .100E+01 .805E+00 .261E-01 .103E-01 .000E+00 .159E+00 .657E-01 .800E-03 .800E-03
  560 .100E+01 .804E+00 .263E-01 .103E-01 .000E+00 .159E+00 .656E-01 .800E-03 .800E-03
  565 .100E+01 .804E+00 .264E-01 .103E-01 .000E+00 .159E+00 .655E-01 .800E-03 .800E-03
  570 .100E+01 .803E+00 .266E-01 .103E-01 .000E+00 .160E+00 .654E-01 .800E-03 .800E-03
  575 .100E+01 .803E+00 .267E-01 .103E-01 .000E+00 .160E+00 .653E-01 .800E-03 .800E-03
  580 .100E+01 .802E+00 .268E-01 .103E-01 .000E+00 .160E+00 .652E-01 .800E-03 .800E-03
  585 .100E+01 .802E+00 .270E-01 .103E-01 .000E+00 .161E+00 .651E-01 .800E-03 .800E-03
  590 .100E+01 .801E+00 .271E-01 .103E-01 .000E+00 .161E+00 .650E-01 .800E-03 .800E-03
  595 .100E+01 .801E+00 .272E-01 .103E-01 .000E+00 .161E+00 .649E-01 .800E-03 .800E-03
  600 .100E+01 .800E+00 .274E-01 .103E-01 .000E+00 .162E+00 .648E-01 .800E-03 .800E-03
  605 .100E+01 .800E+00 .275E-01 .103E-01 .000E+00 .162E+00 .647E-01 .800E-03 .800E-03
  610 .100E+01 .800E+00 .276E-01 .103E-01 .000E+00 .162E+00 .646E-01 .800E-03 .800E-03
  615 .100E+01 .799E+00 .278E-01 .103E-01 .000E+00 .163E+00 .645E-01 .800E-03 .800E-03
  620 .100E+01 .799E+00 .279E-01 .103E-01 .000E+00 .163E+00 .644E-01 .800E-03 .800E-03
  625 .100E+01 .798E+00 .280E-01 .103E-01 .000E+00 .163E+00 .644E-01 .800E-03 .800E-03
  630 .100E+01 .798E+00 .281E-01 .103E-01 .000E+00 .164E+00 .643E-01 .800E-03 .800E-03
  635 .100E+01 .797E+00 .283E-01 .103E-01 .000E+00 .164E+00 .642E-01 .800E-03 .800E-03
  640 .100E+01 .797E+00 .284E-01 .103E-01 .000E+00 .164E+00 .641E-01 .800E-03 .800E-03
  645 .100E+01 .796E+00 .285E-01 .103E-01 .000E+00 .165E+00 .640E-01 .800E-03 .800E-03
  650 .100E+01 .796E+00 .286E-01 .103E-01 .000E+00 .165E+00 .639E-01 .800E-03 .800E-03
  655 .100E+01 .796E+00 .288E-01 .103E-01 .000E+00 .165E+00 .638E-01 .800E-03 .800E-03
  660 .100E+01 .795E+00 .289E-01 .103E-01 .000E+00 .166E+00 .637E-01 .800E-03 .800E-03
  665 .100E+01 .795E+00 .290E-01 .103E-01 .000E+00 .166E+00 .637E-01 .800E-03 .800E-03
  670 .100E+01 .794E+00 .291E-01 .103E-01 .000E+00 .166E+00 .636E-01 .800E-03 .800E-03
  675 .100E+01 .794E+00 .293E-01 .103E-01 .000E+00 .167E+00 .635E-01 .800E-03 .800E-03
  680 .100E+01 .793E+00 .294E-01 .103E-01 .000E+00 .167E+00 .634E-01 .800E-03 .800E-03
  685 .100E+01 .793E+00 .295E-01 .103E-01 .000E+00 .167E+00 .633E-01 .800E-03 .800E-03
  690 .100E+01 .793E+00 .296E-01 .103E-01 .000E+00 .167E+00 .632E-01 .800E-03 .800E-03
  695 .100E+01 .792E+00 .298E-01 .103E-01 .000E+00 .168E+00 .632E-01 .800E-03 .800E-03
  700 .100E+01 .792E+00 .299E-01 .103E-01 .000E+00 .168E+00 .631E-01 .800E-03 .800E-03
  705 .100E+01 .791E+00 .300E-01 .103E-01 .000E+00 .168E+00 .630E-01 .800E-03 .800E-03
  710 .100E+01 .791E+00 .301E-01 .103E-01 .000E+00 .169E+00 .629E-01 .800E-03 .800E-03
  715 .100E+01 .791E+00 .302E-01 .103E-01 .000E+00 .169E+00 .629E-01 .800E-03 .800E-03
  720 .100E+01 .790E+00 .303E-01 .103E-01 .000E+00 .169E+00 .628E-01 .800E-03 .800E-03
  725 .100E+01 .790E+00 .305E-01 .103E-01 .000E+00 .170E+00 .627E-01 .800E-03 .800E-03
  730 .100E+01 .789E+00 .306E-01 .103E-01 .000E+00 .170E+00 .626E-01 .800E-03 .800E-03
  735 .100E+01 .789E+00 .307E-01 .103E-01 .000E+00 .170E+00 .626E-01 .800E-03 .800E-03
  740 .100E+01 .789E+00 .308E-01 .103E-01 .000E+00 .170E+00 .625E-01 .800E-03 .800E-03
  745 .100E+01 .788E+00 .309E-01 .103E-01 .000E+00 .171E+00 .624E-01 .800E-03 .800E-03
  750 .100E+01 .788E+00 .310E-01 .103E-01 .000E+00 .171E+00 .623E-01 .800E-03 .800E-03
  755 .100E+01 .787E+00 .312E-01 .103E-01 .000E+00 .171E+00 .623E-01 .800E-03 .800E-03
  760 .100E+01 .787E+00 .313E-01 .103E-01 .000E+00 .171E+00 .622E-01 .800E-03 .800E-03
  765 .100E+01 .787E+00 .314E-01 .103E-01 .000E+00 .172E+00 .621E-01 .800E-03 .800E-03
  770 .100E+01 .786E+00 .315E-01 .103E-01 .000E+00 .172E+00 .621E-01 .800E-03 .800E-03
  775 .100E+01 .786E+00 .316E-01 .103E-01 .000E+00 .172E+00 .620E-01 .800E-03 .800E-03
  780 .100E+01 .785E+00 .317E-01 .103E-01 .000E+00 .173E+00 .619E-01 .800E-03 .800E-03
  785 .100E+01 .785E+00 .318E-01 .103E-01 .000E+00 .173E+00 .619E-01 .800E-03 .800E-03
  790 .100E+01 .785E+00 .320E-01 .103E-01 .000E+00 .173E+00 .618E-01 .800E-03 .800E-03
  795 .100E+01 .784E+00 .321E-01 .103E-01 .000E+00 .173E+00 .617E-01 .800E-03 .800E-03
  800 .100E+01 .784E+00 .322E-01 .103E-01 .000E+00 .174E+00 .617E-01 .800E-03 .800E-03
  805 .100E+01 .783E+00 .323E-01 .103E-01 .000E+00 .174E+00 .616E-01 .800E-03 .800E-03
  810 .100E+01 .783E+00 .324E-01 .103E-01 .000E+00 .174E+00 .615E-01 .800E-03 .800E-03
  815 .100E+01 .783E+00 .325E-01 .103E-01 .000E+00 .174E+00 .615E-01 .800E-03 .800E-03
  820 .100E+01 .782E+00 .326E-01 .103E-01 .000E+00 .175E+00 .614E-01 .800E-03 .800E-03
  825 .100E+01 .782E+00 .327E-01 .103E-01 .000E+00 .175E+00 .613E-01 .800E-03 .800E-03
  830 .100E+01 .782E+00 .328E-01 .103E-01 .000E+00 .175E+00 .613E-01 .800E-03 .800E-03
  835 .100E+01 .781E+00 .329E-01 .103E-01 .000E+00 .175E+00 .612E-01 .800E-03 .800E-03
  840 .100E+01 .781E+00 .331E-01 .103E-01 .000E+00 .176E+00 .612E-01 .800E-03 .800E-03
  845 .100E+01 .781E+00 .332E-01 .103E-01 .000E+00 .176E+00 .611E-01 .800E-03 .800E-03
  850 .100E+01 .780E+00 .333E-01 .103E-01 .000E+00 .176E+00 .610E-01 .800E-03 .800E-03
  855 .100E+01 .780E+00 .334E-01 .103E-01 .000E+00 .176E+00 .610E-01 .800E-03 .800E-03
  860 .100E+01 .779E+00 .335E-01 .103E-01 .000E+00 .177E+00 .609E-01 .800E-03 .800E-03
  865 .100E+01 .779E+00 .336E-01 .103E-01 .000E+00 .177E+00 .609E-01 .800E-03 .800E-03
  870 .100E+01 .779E+00 .337E-01 .103E-01 .000E+00 .177E+00 .608E-01 .800E-03 .800E-03
  875 .100E+01 .779E+00 .338E-01 .103E-01 .000E+00 .177E+00 .608E-01 .800E-03 .800E-03
  880 .100E+01 .778E+00 .339E-01 .103E-01 .000E+00 .178E+00 .607E-01 .800E-03 .800E-03
  885 .100E+01 .778E+00 .340E-01 .103E-01 .000E+00 .178E+00 .606E-01 .800E-03 .800E-03
  890 .100E+01 .778E+00 .341E-01 .103E-01 .000E+00 .178E+00 .606E-01 .800E-03 .800E-03
  895 .100E+01 .777E+00 .342E-01 .103E-01 .000E+00 .178E+00 .605E-01 .800E-03 .800E-03
  900 .100E+01 .777E+00 .343E-01 .103E-01 .000E+00 .179E+00 .605E-01 .800E-03 .800E-03
  905 .100E+01 .777E+00 .344E-01 .103E-01 .000E+00 .179E+00 .604E-01 .800E-03 .800E-03
  910 .100E+01 .776E+00 .345E-01 .103E-01 .000E+00 .179E+00 .604E-01 .800E-03 .800E-03
  915 .100E+01 .776E+00 .346E-01 .103E-01 .000E+00 .179E+00 .603E-01 .800E-03 .800E-03
  920 .100E+01 .776E+00 .347E-01 .103E-01 .000E+00 .179E+00 .603E-01 .800E-03 .800E-03
  925 .100E+01 .775E+00 .347E-01 .103E-01 .000E+00 .180E+00 .602E-01 .800E-03 .800E-03
  930 .100E+01 .775E+00 .348E-01 .103E-01 .000E+00 .180E+00 .602E-01 .800E-03 .800E-03
  935 .100E+01 .775E+00 .349E-01 .103E-01 .000E+00 .180E+00 .601E-01 .800E-03 .800E-03
  940 .100E+01 .774E+00 .350E-01 .103E-01 .000E+00 .180E+00 .601E-01 .800E-03 .800E-03
  945 .100E+01 .774E+00 .351E-01 .103E-01 .000E+00 .181E+00 .600E-01 .800E-03 .800E-03
  950 .100E+01 .774E+00 .352E-01 .103E-01 .000E+00 .181E+00 .600E-01 .800E-03 .800E-03
  955 .100E+01 .773E+00 .353E-01 .103E-01 .000E+00 .181E+00 .599E-01 .800E-03 .800E-03
  960 .100E+01 .773E+00 .354E-01 .103E-01 .000E+00 .181E+00 .599E-01 .800E-03 .800E-03
  965 .100E+01 .773E+00 .355E-01 .103E-01 .000E+00 .181E+00 .598E-01 .800E-03 .800E-03
  970 .100E+01 .773E+00 .356E-01 .103E-01 .000E+00 .182E+00 .598E-01 .800E-03 .800E-03
  975 .100E+01 .772E+00 .357E-01 .103E-01 .000E+00 .182E+00 .597E-01 .800E-03 .800E-03
  980 .100E+01 .772E+00 .358E-01 .103E-01 .000E+00 .182E+00 .597E-01 .800E-03 .800E-03
  985 .100E+01 .772E+00 .359E-01 .103E-01 .000E+00 .182E+00 .596E-01 .800E-03 .800E-03
  990 .100E+01 .771E+00 .360E-01 .103E-01 .000E+00 .182E+00 .596E-01 .800E-03 .800E-03
  995 .100E+01 .771E+00 .361E-01 .103E-01 .000E+00 .183E+00 .596E-01 .800E-03 .800E-03
 1000 .100E+01 .771E+00 .362E-01 .103E-01 .000E+00 .183E+00 .595E-01 .800E-03 .800E-03
 1005 .100E+01 .770E+00 .362E-01 .103E-01 .000E+00 .183E+00 .595E-01 .800E-03 .800E-03
 1010 .100E+01 .770E+00 .363E-01 .103E-01 .000E+00 .183E+00 .594E-01 .800E-03 .800E-03
 1015 .100E+01 .770E+00 .364E-01 .103E-01 .000E+00 .183E+00 .594E-01 .800E-03 .800E-03
 1020 .100E+01 .769E+00 .365E-01 .103E-01 .000E+00 .184E+00 .593E-01 .800E-03 .800E-03
 1025 .100E+01 .769E+00 .366E-01 .103E-01 .000E+00 .184E+00 .593E-01 .800E-03 .800E-03
 1030 .100E+01 .769E+00 .367E-01 .103E-01 .000E+00 .184E+00 .592E-01 .800E-03 .800E-03
 1035 .100E+01 .769E+00 .368E-01 .103E-01 .000E+00 .184E+00 .592E-01 .800E-03 .800E-03
 1040 .100E+01 .768E+00 .369E-01 .103E-01 .000E+00 .185E+00 .591E-01 .800E-03 .800E-03
 1045 .100E+01 .768E+00 .370E-01 .103E-01 .000E+00 .185E+00 .591E-01 .800E-03 .800E-03
 1050 .100E+01 .768E+00 .371E-01 .103E-01 .000E+00 .185E+00 .590E-01 .800E-03 .800E-03
 1055 .100E+01 .767E+00 .372E-01 .103E-01 .000E+00 .185E+00 .590E-01 .800E-03 .800E-03
 1060 .100E+01 .767E+00 .373E-01 .103E-01 .000E+00 .185E+00 .589E-01 .800E-03 .800E-03
 1065 .100E+01 .767E+00 .374E-01 .103E-01 .000E+00 .186E+00 .589E-01 .800E-03 .800E-03
 1070 .100E+01 .766E+00 .375E-01 .103E-01 .000E+00 .186E+00 .589E-01 .800E-03 .800E-03
 1075 .100E+01 .766E+00 .376E-01 .103E-01 .000E+00 .186E+00 .588E-01 .800E-03 .800E-03
 1080 .100E+01 .766E+00 .377E-01 .103E-01 .000E+00 .186E+00 .588E-01 .800E-03 .800E-03
 1085 .100E+01 .765E+00 .378E-01 .103E-01 .000E+00 .186E+00 .587E-01 .800E-03 .800E-03
 1090 .100E+01 .765E+00 .379E-01 .103E-01 .000E+00 .187E+00 .587E-01 .800E-03 .800E-03
 1095 .100E+01 .765E+00 .380E-01 .103E-01 .000E+00 .187E+00 .586E-01 .800E-03 .800E-03
 1100 .100E+01 .765E+00 .381E-01 .103E-01 .000E+00 .187E+00 .586E-01 .800E-03 .800E-03
 1105 .100E+01 .764E+00 .382E-01 .103E-01 .000E+00 .187E+00 .586E-01 .800E-03 .800E-03
 1110 .100E+01 .764E+00 .382E-01 .103E-01 .000E+00 .187E+00 .585E-01 .800E-03 .800E-03
 1115 .100E+01 .764E+00 .383E-01 .103E-01 .000E+00 .188E+00 .585E-01 .800E-03 .800E-03
 1120 .100E+01 .763E+00 .384E-01 .103E-01 .000E+00 .188E+00 .584E-01 .800E-03 .800E-03
 1125 .100E+01 .763E+00 .385E-01 .103E-01 .000E+00 .188E+00 .584E-01 .800E-03 .800E-03
 1130 .100E+01 .763E+00 .386E-01 .103E-01 .000E+00 .188E+00 .583E-01 .800E-03 .800E-03
 1135 .100E+01 .763E+00 .387E-01 .103E-01 .000E+00 .188E+00 .583E-01 .800E-03 .800E-03
 1140 .100E+01 .762E+00 .388E-01 .103E-01 .000E+00 .189E+00 .583E-01 .800E-03 .800E-03
 1145 .100E+01 .762E+00 .389E-01 .103E-01 .000E+00 .189E+00 .582E-01 .800E-03 .800E-03
 1150 .100E+01 .762E+00 .390E-01 .103E-01 .000E+00 .189E+00 .582E-01 .800E-03 .800E-03
 1155 .100E+01 .761E+00 .392E-01 .103E-01 .000E+00 .189E+00 .581E-01 .800E-03 .800E-03
 1160 .100E+01 .761E+00 .393E-01 .103E-01 .000E+00 .190E+00 .581E-01 .800E-03 .800E-03
 1165 .100E+01 .760E+00 .394E-01 .103E-01 .000E+00 .190E+00 .580E-01 .800E-03 .800E-03
 1170 .100E+01 .760E+00 .396E-01 .103E-01 .000E+00 .190E+00 .579E-01 .800E-03 .800E-03
 1175 .100E+01 .759E+00 .398E-01 .103E-01 .000E+00 .191E+00 .579E-01 .800E-03 .800E-03
 1180 .100E+01 .759E+00 .399E-01 .103E-01 .000E+00 .191E+00 .578E-01 .800E-03 .800E-03
 1185 .100E+01 .758E+00 .401E-01 .103E-01 .000E+00 .191E+00 .577E-01 .800E-03 .800E-03
 1190 .100E+01 .758E+00 .403E-01 .103E-01 .000E+00 .192E+00 .576E-01 .800E-03 .800E-03
 1195 .100E+01 .757E+00 .404E-01 .103E-01 .000E+00 .192E+00 .576E-01 .800E-03 .800E-03
 1200 .100E+01 .757E+00 .406E-01 .103E-01 .000E+00 .192E+00 .575E-01 .800E-03 .800E-03
 1205 .100E+01 .756E+00 .408E-01 .103E-01 .000E+00 .193E+00 .575E-01 .800E-03 .800E-03
 1210 .100E+01 .756E+00 .410E-01 .103E-01 .000E+00 .193E+00 .574E-01 .800E-03 .800E-03
