 time   Mgal      M*       MWD     MBHNS    Msub     Mgas     Zgas   <Z*>mass <Z*>Lbol
 3300 .100E+01 .691E+00 .618E-01 .107E-01 .000E+00 .237E+00 .566E-01 .400E-02 .400E-02
 3305 .100E+01 .691E+00 .618E-01 .107E-01 .000E+00 .237E+00 .566E-01 .400E-02 .400E-02
 3310 .100E+01 .691E+00 .618E-01 .107E-01 .000E+00 .237E+00 .566E-01 .400E-02 .400E-02
 3315 .100E+01 .691E+00 .619E-01 .107E-01 .000E+00 .237E+00 .566E-01 .400E-02 .400E-02
 3320 .100E+01 .690E+00 .619E-01 .107E-01 .000E+00 .237E+00 .566E-01 .400E-02 .400E-02
 3325 .100E+01 .690E+00 .620E-01 .107E-01 .000E+00 .237E+00 .566E-01 .400E-02 .400E-02
 3330 .100E+01 .690E+00 .620E-01 .107E-01 .000E+00 .237E+00 .566E-01 .400E-02 .400E-02
 3335 .100E+01 .690E+00 .620E-01 .107E-01 .000E+00 .237E+00 .565E-01 .400E-02 .400E-02
 3340 .100E+01 .690E+00 .621E-01 .107E-01 .000E+00 .237E+00 .565E-01 .400E-02 .400E-02
 3345 .100E+01 .690E+00 .621E-01 .107E-01 .000E+00 .237E+00 .565E-01 .400E-02 .400E-02
 3350 .100E+01 .690E+00 .622E-01 .107E-01 .000E+00 .237E+00 .565E-01 .400E-02 .400E-02
 3355 .100E+01 .690E+00 .622E-01 .107E-01 .000E+00 .237E+00 .565E-01 .400E-02 .400E-02
 3360 .100E+01 .690E+00 .623E-01 .107E-01 .000E+00 .237E+00 .565E-01 .400E-02 .400E-02
 3365 .100E+01 .690E+00 .623E-01 .107E-01 .000E+00 .237E+00 .565E-01 .400E-02 .400E-02
 3370 .100E+01 .690E+00 .623E-01 .107E-01 .000E+00 .237E+00 .565E-01 .400E-02 .400E-02
 3375 .100E+01 .689E+00 .624E-01 .107E-01 .000E+00 .237E+00 .565E-01 .400E-02 .400E-02
 3380 .100E+01 .689E+00 .624E-01 .107E-01 .000E+00 .238E+00 .565E-01 .400E-02 .400E-02
 3385 .100E+01 .689E+00 .625E-01 .107E-01 .000E+00 .238E+00 .565E-01 .400E-02 .400E-02
 3390 .100E+01 .689E+00 .625E-01 .107E-01 .000E+00 .238E+00 .564E-01 .400E-02 .400E-02
 3395 .100E+01 .689E+00 .625E-01 .107E-01 .000E+00 .238E+00 .564E-01 .400E-02 .400E-02
 3400 .100E+01 .689E+00 .626E-01 .107E-01 .000E+00 .238E+00 .564E-01 .400E-02 .400E-02
 3405 .100E+01 .689E+00 .626E-01 .107E-01 .000E+00 .238E+00 .564E-01 .400E-02 .400E-02
 3410 .100E+01 .689E+00 .627E-01 .107E-01 .000E+00 .238E+00 .564E-01 .400E-02 .400E-02
 3415 .100E+01 .689E+00 .627E-01 .107E-01 .000E+00 .238E+00 .564E-01 .400E-02 .400E-02
 3420 .100E+01 .689E+00 .627E-01 .107E-01 .000E+00 .238E+00 .564E-01 .400E-02 .400E-02
 3425 .100E+01 .688E+00 .628E-01 .107E-01 .000E+00 .238E+00 .564E-01 .400E-02 .400E-02
 3430 .100E+01 .688E+00 .628E-01 .107E-01 .000E+00 .238E+00 .564E-01 .400E-02 .400E-02
 3435 .100E+01 .688E+00 .629E-01 .107E-01 .000E+00 .238E+00 .564E-01 .400E-02 .400E-02
 3440 .100E+01 .688E+00 .629E-01 .107E-01 .000E+00 .238E+00 .563E-01 .400E-02 .400E-02
 3445 .100E+01 .688E+00 .630E-01 .107E-01 .000E+00 .238E+00 .563E-01 .400E-02 .400E-02
 3450 .100E+01 .688E+00 .630E-01 .107E-01 .000E+00 .238E+00 .563E-01 .400E-02 .400E-02
 3455 .100E+01 .688E+00 .630E-01 .107E-01 .000E+00 .238E+00 .563E-01 .400E-02 .400E-02
 3460 .100E+01 .688E+00 .631E-01 .107E-01 .000E+00 .238E+00 .563E-01 .400E-02 .400E-02
 3465 .100E+01 .688E+00 .631E-01 .107E-01 .000E+00 .238E+00 .563E-01 .400E-02 .400E-02
 3470 .100E+01 .688E+00 .632E-01 .107E-01 .000E+00 .238E+00 .563E-01 .400E-02 .400E-02
 3475 .100E+01 .688E+00 .632E-01 .107E-01 .000E+00 .238E+00 .563E-01 .400E-02 .400E-02
 3480 .100E+01 .687E+00 .632E-01 .107E-01 .000E+00 .239E+00 .563E-01 .400E-02 .400E-02
 3485 .100E+01 .687E+00 .633E-01 .107E-01 .000E+00 .239E+00 .563E-01 .400E-02 .400E-02
 3490 .100E+01 .687E+00 .633E-01 .107E-01 .000E+00 .239E+00 .563E-01 .400E-02 .400E-02
 3495 .100E+01 .687E+00 .634E-01 .107E-01 .000E+00 .239E+00 .562E-01 .400E-02 .400E-02
 3500 .100E+01 .687E+00 .634E-01 .107E-01 .000E+00 .239E+00 .562E-01 .400E-02 .400E-02
 3505 .100E+01 .687E+00 .634E-01 .107E-01 .000E+00 .239E+00 .562E-01 .400E-02 .400E-02
 3510 .100E+01 .687E+00 .635E-01 .107E-01 .000E+00 .239E+00 .562E-01 .400E-02 .400E-02
 3515 .100E+01 .687E+00 .635E-01 .107E-01 .000E+00 .239E+00 .562E-01 .400E-02 .400E-02
 3520 .100E+01 .687E+00 .636E-01 .107E-01 .000E+00 .239E+00 .562E-01 .400E-02 .400E-02
 3525 .100E+01 .687E+00 .636E-01 .107E-01 .000E+00 .239E+00 .562E-01 .400E-02 .400E-02
 3530 .100E+01 .687E+00 .636E-01 .107E-01 .000E+00 .239E+00 .562E-01 .400E-02 .400E-02
 3535 .100E+01 .686E+00 .637E-01 .107E-01 .000E+00 .239E+00 .562E-01 .400E-02 .400E-02
 3540 .100E+01 .686E+00 .637E-01 .107E-01 .000E+00 .239E+00 .562E-01 .400E-02 .400E-02
 3545 .100E+01 .686E+00 .638E-01 .107E-01 .000E+00 .239E+00 .562E-01 .400E-02 .400E-02
 3550 .100E+01 .686E+00 .638E-01 .107E-01 .000E+00 .239E+00 .561E-01 .400E-02 .400E-02
 3555 .100E+01 .686E+00 .638E-01 .107E-01 .000E+00 .239E+00 .561E-01 .400E-02 .400E-02
 3560 .100E+01 .686E+00 .639E-01 .107E-01 .000E+00 .239E+00 .561E-01 .400E-02 .400E-02
 3565 .100E+01 .686E+00 .639E-01 .107E-01 .000E+00 .239E+00 .561E-01 .400E-02 .400E-02
 3570 .100E+01 .686E+00 .640E-01 .107E-01 .000E+00 .239E+00 .561E-01 .400E-02 .400E-02
 3575 .100E+01 .686E+00 .640E-01 .107E-01 .000E+00 .239E+00 .561E-01 .400E-02 .400E-02
 3580 .100E+01 .686E+00 .640E-01 .107E-01 .000E+00 .240E+00 .561E-01 .400E-02 .400E-02
 3585 .100E+01 .686E+00 .641E-01 .107E-01 .000E+00 .240E+00 .561E-01 .400E-02 .400E-02
 3590 .100E+01 .685E+00 .641E-01 .107E-01 .000E+00 .240E+00 .561E-01 .400E-02 .400E-02
 3595 .100E+01 .685E+00 .642E-01 .107E-01 .000E+00 .240E+00 .561E-01 .400E-02 .400E-02
 3600 .100E+01 .685E+00 .642E-01 .107E-01 .000E+00 .240E+00 .561E-01 .400E-02 .400E-02
 3605 .100E+01 .685E+00 .642E-01 .107E-01 .000E+00 .240E+00 .561E-01 .400E-02 .400E-02
 3610 .100E+01 .685E+00 .643E-01 .107E-01 .000E+00 .240E+00 .560E-01 .400E-02 .400E-02
 3615 .100E+01 .685E+00 .643E-01 .107E-01 .000E+00 .240E+00 .560E-01 .400E-02 .400E-02
 3620 .100E+01 .685E+00 .644E-01 .107E-01 .000E+00 .240E+00 .560E-01 .400E-02 .400E-02
 3625 .100E+01 .685E+00 .644E-01 .107E-01 .000E+00 .240E+00 .560E-01 .400E-02 .400E-02
 3630 .100E+01 .685E+00 .644E-01 .107E-01 .000E+00 .240E+00 .560E-01 .400E-02 .400E-02
 3635 .100E+01 .685E+00 .645E-01 .107E-01 .000E+00 .240E+00 .560E-01 .400E-02 .400E-02
 3640 .100E+01 .685E+00 .645E-01 .107E-01 .000E+00 .240E+00 .560E-01 .400E-02 .400E-02
 3645 .100E+01 .685E+00 .646E-01 .107E-01 .000E+00 .240E+00 .560E-01 .400E-02 .400E-02
 3650 .100E+01 .684E+00 .646E-01 .107E-01 .000E+00 .240E+00 .560E-01 .400E-02 .400E-02
 3655 .100E+01 .684E+00 .646E-01 .107E-01 .000E+00 .240E+00 .560E-01 .400E-02 .400E-02
 3660 .100E+01 .684E+00 .647E-01 .107E-01 .000E+00 .240E+00 .560E-01 .400E-02 .400E-02
 3665 .100E+01 .684E+00 .647E-01 .107E-01 .000E+00 .240E+00 .559E-01 .400E-02 .400E-02
 3670 .100E+01 .684E+00 .648E-01 .107E-01 .000E+00 .240E+00 .559E-01 .400E-02 .400E-02
 3675 .100E+01 .684E+00 .648E-01 .107E-01 .000E+00 .240E+00 .559E-01 .400E-02 .400E-02
 3680 .100E+01 .684E+00 .648E-01 .107E-01 .000E+00 .241E+00 .559E-01 .400E-02 .400E-02
 3685 .100E+01 .684E+00 .649E-01 .107E-01 .000E+00 .241E+00 .559E-01 .400E-02 .400E-02
 3690 .100E+01 .684E+00 .649E-01 .107E-01 .000E+00 .241E+00 .559E-01 .400E-02 .400E-02
 3695 .100E+01 .684E+00 .650E-01 .107E-01 .000E+00 .241E+00 .559E-01 .400E-02 .400E-02
 3700 .100E+01 .684E+00 .650E-01 .107E-01 .000E+00 .241E+00 .559E-01 .400E-02 .400E-02
 3705 .100E+01 .683E+00 .650E-01 .107E-01 .000E+00 .241E+00 .559E-01 .400E-02 .400E-02
 3710 .100E+01 .683E+00 .651E-01 .107E-01 .000E+00 .241E+00 .559E-01 .400E-02 .400E-02
 3715 .100E+01 .683E+00 .651E-01 .107E-01 .000E+00 .241E+00 .559E-01 .400E-02 .400E-02
 3720 .100E+01 .683E+00 .652E-01 .107E-01 .000E+00 .241E+00 .559E-01 .400E-02 .400E-02
 3725 .100E+01 .683E+00 .652E-01 .107E-01 .000E+00 .241E+00 .558E-01 .400E-02 .400E-02
 3730 .100E+01 .683E+00 .652E-01 .107E-01 .000E+00 .241E+00 .558E-01 .400E-02 .400E-02
 3735 .100E+01 .683E+00 .653E-01 .107E-01 .000E+00 .241E+00 .558E-01 .400E-02 .400E-02
 3740 .100E+01 .683E+00 .653E-01 .107E-01 .000E+00 .241E+00 .558E-01 .400E-02 .400E-02
 3745 .100E+01 .683E+00 .654E-01 .107E-01 .000E+00 .241E+00 .558E-01 .400E-02 .400E-02
 3750 .100E+01 .683E+00 .654E-01 .107E-01 .000E+00 .241E+00 .558E-01 .400E-02 .400E-02
 3755 .100E+01 .683E+00 .654E-01 .107E-01 .000E+00 .241E+00 .558E-01 .400E-02 .400E-02
 3760 .100E+01 .683E+00 .655E-01 .107E-01 .000E+00 .241E+00 .558E-01 .400E-02 .400E-02
 3765 .100E+01 .682E+00 .655E-01 .107E-01 .000E+00 .241E+00 .558E-01 .400E-02 .400E-02
 3770 .100E+01 .682E+00 .655E-01 .107E-01 .000E+00 .241E+00 .558E-01 .400E-02 .400E-02
 3775 .100E+01 .682E+00 .656E-01 .107E-01 .000E+00 .241E+00 .558E-01 .400E-02 .400E-02
 3780 .100E+01 .682E+00 .656E-01 .107E-01 .000E+00 .241E+00 .558E-01 .400E-02 .400E-02
 3785 .100E+01 .682E+00 .657E-01 .107E-01 .000E+00 .242E+00 .557E-01 .400E-02 .400E-02
 3790 .100E+01 .682E+00 .657E-01 .107E-01 .000E+00 .242E+00 .557E-01 .400E-02 .400E-02
 3795 .100E+01 .682E+00 .657E-01 .107E-01 .000E+00 .242E+00 .557E-01 .400E-02 .400E-02
 3800 .100E+01 .682E+00 .658E-01 .107E-01 .000E+00 .242E+00 .557E-01 .400E-02 .400E-02
 3805 .100E+01 .682E+00 .658E-01 .107E-01 .000E+00 .242E+00 .557E-01 .400E-02 .400E-02
 3810 .100E+01 .682E+00 .659E-01 .107E-01 .000E+00 .242E+00 .557E-01 .400E-02 .400E-02
 3815 .100E+01 .682E+00 .659E-01 .107E-01 .000E+00 .242E+00 .557E-01 .400E-02 .400E-02
 3820 .100E+01 .681E+00 .659E-01 .107E-01 .000E+00 .242E+00 .557E-01 .400E-02 .400E-02
 3825 .100E+01 .681E+00 .660E-01 .107E-01 .000E+00 .242E+00 .557E-01 .400E-02 .400E-02
 3830 .100E+01 .681E+00 .660E-01 .107E-01 .000E+00 .242E+00 .557E-01 .400E-02 .400E-02
 3835 .100E+01 .681E+00 .660E-01 .107E-01 .000E+00 .242E+00 .557E-01 .400E-02 .400E-02
 3840 .100E+01 .681E+00 .661E-01 .107E-01 .000E+00 .242E+00 .557E-01 .400E-02 .400E-02
 3845 .100E+01 .681E+00 .661E-01 .107E-01 .000E+00 .242E+00 .556E-01 .400E-02 .400E-02
 3850 .100E+01 .681E+00 .662E-01 .107E-01 .000E+00 .242E+00 .556E-01 .400E-02 .400E-02
 3855 .100E+01 .681E+00 .662E-01 .107E-01 .000E+00 .242E+00 .556E-01 .400E-02 .400E-02
 3860 .100E+01 .681E+00 .662E-01 .107E-01 .000E+00 .242E+00 .556E-01 .400E-02 .400E-02
 3865 .100E+01 .681E+00 .663E-01 .107E-01 .000E+00 .242E+00 .556E-01 .400E-02 .400E-02
 3870 .100E+01 .681E+00 .663E-01 .107E-01 .000E+00 .242E+00 .556E-01 .400E-02 .400E-02
 3875 .100E+01 .681E+00 .664E-01 .107E-01 .000E+00 .242E+00 .556E-01 .400E-02 .400E-02
 3880 .100E+01 .680E+00 .664E-01 .107E-01 .000E+00 .242E+00 .556E-01 .400E-02 .400E-02
 3885 .100E+01 .680E+00 .664E-01 .107E-01 .000E+00 .242E+00 .556E-01 .400E-02 .400E-02
 3890 .100E+01 .680E+00 .665E-01 .107E-01 .000E+00 .242E+00 .556E-01 .400E-02 .400E-02
 3895 .100E+01 .680E+00 .665E-01 .107E-01 .000E+00 .243E+00 .556E-01 .400E-02 .400E-02
 3900 .100E+01 .680E+00 .665E-01 .107E-01 .000E+00 .243E+00 .556E-01 .400E-02 .400E-02
 3905 .100E+01 .680E+00 .666E-01 .107E-01 .000E+00 .243E+00 .556E-01 .400E-02 .400E-02
 3910 .100E+01 .680E+00 .666E-01 .107E-01 .000E+00 .243E+00 .555E-01 .400E-02 .400E-02
 3915 .100E+01 .680E+00 .667E-01 .107E-01 .000E+00 .243E+00 .555E-01 .400E-02 .400E-02
 3920 .100E+01 .680E+00 .667E-01 .107E-01 .000E+00 .243E+00 .555E-01 .400E-02 .400E-02
 3925 .100E+01 .680E+00 .667E-01 .107E-01 .000E+00 .243E+00 .555E-01 .400E-02 .400E-02
 3930 .100E+01 .680E+00 .668E-01 .107E-01 .000E+00 .243E+00 .555E-01 .400E-02 .400E-02
 3935 .100E+01 .680E+00 .668E-01 .107E-01 .000E+00 .243E+00 .555E-01 .400E-02 .400E-02
 3940 .100E+01 .679E+00 .669E-01 .107E-01 .000E+00 .243E+00 .555E-01 .400E-02 .400E-02
 3945 .100E+01 .679E+00 .669E-01 .107E-01 .000E+00 .243E+00 .555E-01 .400E-02 .400E-02
 3950 .100E+01 .679E+00 .669E-01 .107E-01 .000E+00 .243E+00 .555E-01 .400E-02 .400E-02
 3955 .100E+01 .679E+00 .670E-01 .107E-01 .000E+00 .243E+00 .555E-01 .400E-02 .400E-02
 3960 .100E+01 .679E+00 .670E-01 .107E-01 .000E+00 .243E+00 .555E-01 .400E-02 .400E-02
 3965 .100E+01 .679E+00 .670E-01 .107E-01 .000E+00 .243E+00 .555E-01 .400E-02 .400E-02
 3970 .100E+01 .679E+00 .671E-01 .107E-01 .000E+00 .243E+00 .554E-01 .400E-02 .400E-02
 3975 .100E+01 .679E+00 .671E-01 .107E-01 .000E+00 .243E+00 .554E-01 .400E-02 .400E-02
 3980 .100E+01 .679E+00 .672E-01 .107E-01 .000E+00 .243E+00 .554E-01 .400E-02 .400E-02
 3985 .100E+01 .679E+00 .672E-01 .107E-01 .000E+00 .243E+00 .554E-01 .400E-02 .400E-02
 3990 .100E+01 .679E+00 .672E-01 .107E-01 .000E+00 .243E+00 .554E-01 .400E-02 .400E-02
 3995 .100E+01 .679E+00 .673E-01 .107E-01 .000E+00 .243E+00 .554E-01 .400E-02 .400E-02
 4000 .100E+01 .678E+00 .673E-01 .107E-01 .000E+00 .243E+00 .554E-01 .400E-02 .400E-02
 4005 .100E+01 .678E+00 .673E-01 .107E-01 .000E+00 .244E+00 .554E-01 .400E-02 .400E-02
 4010 .100E+01 .678E+00 .674E-01 .107E-01 .000E+00 .244E+00 .554E-01 .400E-02 .400E-02
 4015 .100E+01 .678E+00 .674E-01 .107E-01 .000E+00 .244E+00 .554E-01 .400E-02 .400E-02
 4020 .100E+01 .678E+00 .675E-01 .107E-01 .000E+00 .244E+00 .554E-01 .400E-02 .400E-02
 4025 .100E+01 .678E+00 .675E-01 .107E-01 .000E+00 .244E+00 .554E-01 .400E-02 .400E-02
 4030 .100E+01 .678E+00 .675E-01 .107E-01 .000E+00 .244E+00 .554E-01 .400E-02 .400E-02
 4035 .100E+01 .678E+00 .676E-01 .107E-01 .000E+00 .244E+00 .553E-01 .400E-02 .400E-02
 4040 .100E+01 .678E+00 .676E-01 .107E-01 .000E+00 .244E+00 .553E-01 .400E-02 .400E-02
 4045 .100E+01 .678E+00 .676E-01 .107E-01 .000E+00 .244E+00 .553E-01 .400E-02 .400E-02
 4050 .100E+01 .678E+00 .677E-01 .107E-01 .000E+00 .244E+00 .553E-01 .400E-02 .400E-02
 4055 .100E+01 .678E+00 .677E-01 .107E-01 .000E+00 .244E+00 .553E-01 .400E-02 .400E-02
 4060 .100E+01 .678E+00 .678E-01 .107E-01 .000E+00 .244E+00 .553E-01 .400E-02 .400E-02
 4065 .100E+01 .677E+00 .678E-01 .107E-01 .000E+00 .244E+00 .553E-01 .400E-02 .400E-02
 4070 .100E+01 .677E+00 .678E-01 .107E-01 .000E+00 .244E+00 .553E-01 .400E-02 .400E-02
 4075 .100E+01 .677E+00 .679E-01 .107E-01 .000E+00 .244E+00 .553E-01 .400E-02 .400E-02
 4080 .100E+01 .677E+00 .679E-01 .107E-01 .000E+00 .244E+00 .553E-01 .400E-02 .400E-02
 4085 .100E+01 .677E+00 .679E-01 .107E-01 .000E+00 .244E+00 .553E-01 .400E-02 .400E-02
 4090 .100E+01 .677E+00 .680E-01 .107E-01 .000E+00 .244E+00 .553E-01 .400E-02 .400E-02
 4095 .100E+01 .677E+00 .680E-01 .107E-01 .000E+00 .244E+00 .553E-01 .400E-02 .400E-02
 4100 .100E+01 .677E+00 .681E-01 .107E-01 .000E+00 .244E+00 .552E-01 .400E-02 .400E-02
 4105 .100E+01 .677E+00 .681E-01 .107E-01 .000E+00 .244E+00 .552E-01 .400E-02 .400E-02
 4110 .100E+01 .677E+00 .681E-01 .107E-01 .000E+00 .244E+00 .552E-01 .400E-02 .400E-02
 4115 .100E+01 .677E+00 .682E-01 .107E-01 .000E+00 .244E+00 .552E-01 .400E-02 .400E-02
 4120 .100E+01 .677E+00 .682E-01 .107E-01 .000E+00 .245E+00 .552E-01 .400E-02 .400E-02
 4125 .100E+01 .676E+00 .682E-01 .107E-01 .000E+00 .245E+00 .552E-01 .400E-02 .400E-02
 4130 .100E+01 .676E+00 .683E-01 .107E-01 .000E+00 .245E+00 .552E-01 .400E-02 .400E-02
 4135 .100E+01 .676E+00 .683E-01 .107E-01 .000E+00 .245E+00 .552E-01 .400E-02 .400E-02
 4140 .100E+01 .676E+00 .683E-01 .107E-01 .000E+00 .245E+00 .552E-01 .400E-02 .400E-02
 4145 .100E+01 .676E+00 .684E-01 .107E-01 .000E+00 .245E+00 .552E-01 .400E-02 .400E-02
 4150 .100E+01 .676E+00 .684E-01 .107E-01 .000E+00 .245E+00 .552E-01 .400E-02 .400E-02
 4155 .100E+01 .676E+00 .685E-01 .107E-01 .000E+00 .245E+00 .552E-01 .400E-02 .400E-02
 4160 .100E+01 .676E+00 .685E-01 .107E-01 .000E+00 .245E+00 .552E-01 .400E-02 .400E-02
 4165 .100E+01 .676E+00 .685E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4170 .100E+01 .676E+00 .686E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4175 .100E+01 .676E+00 .686E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4180 .100E+01 .676E+00 .686E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4185 .100E+01 .676E+00 .687E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4190 .100E+01 .675E+00 .687E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4195 .100E+01 .675E+00 .688E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4200 .100E+01 .675E+00 .688E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4205 .100E+01 .675E+00 .688E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4210 .100E+01 .675E+00 .689E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4215 .100E+01 .675E+00 .689E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4220 .100E+01 .675E+00 .689E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4225 .100E+01 .675E+00 .690E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4230 .100E+01 .675E+00 .690E-01 .107E-01 .000E+00 .245E+00 .551E-01 .400E-02 .400E-02
 4235 .100E+01 .675E+00 .690E-01 .107E-01 .000E+00 .245E+00 .550E-01 .400E-02 .400E-02
 4240 .100E+01 .675E+00 .691E-01 .107E-01 .000E+00 .246E+00 .550E-01 .400E-02 .400E-02
 4245 .100E+01 .675E+00 .691E-01 .107E-01 .000E+00 .246E+00 .550E-01 .400E-02 .400E-02
 4250 .100E+01 .675E+00 .692E-01 .107E-01 .000E+00 .246E+00 .550E-01 .400E-02 .400E-02
 4255 .100E+01 .674E+00 .692E-01 .107E-01 .000E+00 .246E+00 .550E-01 .400E-02 .400E-02
 4260 .100E+01 .674E+00 .692E-01 .107E-01 .000E+00 .246E+00 .550E-01 .400E-02 .400E-02
 4265 .100E+01 .674E+00 .693E-01 .107E-01 .000E+00 .246E+00 .550E-01 .400E-02 .400E-02
 4270 .100E+01 .674E+00 .693E-01 .107E-01 .000E+00 .246E+00 .550E-01 .400E-02 .400E-02
 4275 .100E+01 .674E+00 .693E-01 .107E-01 .000E+00 .246E+00 .550E-01 .400E-02 .400E-02
 4280 .100E+01 .674E+00 .694E-01 .107E-01 .000E+00 .246E+00 .550E-01 .400E-02 .400E-02
 4285 .100E+01 .674E+00 .694E-01 .107E-01 .000E+00 .246E+00 .550E-01 .400E-02 .400E-02
 4290 .100E+01 .674E+00 .694E-01 .107E-01 .000E+00 .246E+00 .550E-01 .400E-02 .400E-02
 4295 .100E+01 .674E+00 .695E-01 .107E-01 .000E+00 .246E+00 .550E-01 .400E-02 .400E-02
 4300 .100E+01 .674E+00 .695E-01 .107E-01 .000E+00 .246E+00 .550E-01 .400E-02 .400E-02
 4305 .100E+01 .674E+00 .696E-01 .107E-01 .000E+00 .246E+00 .549E-01 .400E-02 .400E-02
 4310 .100E+01 .674E+00 .696E-01 .107E-01 .000E+00 .246E+00 .549E-01 .400E-02 .400E-02
 4315 .100E+01 .673E+00 .696E-01 .107E-01 .000E+00 .246E+00 .549E-01 .400E-02 .400E-02
 4320 .100E+01 .673E+00 .697E-01 .107E-01 .000E+00 .246E+00 .549E-01 .400E-02 .400E-02
 4325 .100E+01 .673E+00 .697E-01 .107E-01 .000E+00 .246E+00 .549E-01 .400E-02 .400E-02
 4330 .100E+01 .673E+00 .697E-01 .107E-01 .000E+00 .246E+00 .549E-01 .400E-02 .400E-02
 4335 .100E+01 .673E+00 .698E-01 .107E-01 .000E+00 .246E+00 .549E-01 .400E-02 .400E-02
 4340 .100E+01 .673E+00 .698E-01 .107E-01 .000E+00 .246E+00 .549E-01 .400E-02 .400E-02
 4345 .100E+01 .673E+00 .698E-01 .107E-01 .000E+00 .246E+00 .549E-01 .400E-02 .400E-02
 4350 .100E+01 .673E+00 .699E-01 .107E-01 .000E+00 .246E+00 .549E-01 .400E-02 .400E-02
 4355 .100E+01 .673E+00 .699E-01 .107E-01 .000E+00 .246E+00 .549E-01 .400E-02 .400E-02
 4360 .100E+01 .673E+00 .699E-01 .107E-01 .000E+00 .246E+00 .549E-01 .400E-02 .400E-02
 4365 .100E+01 .673E+00 .700E-01 .107E-01 .000E+00 .247E+00 .549E-01 .400E-02 .400E-02
 4370 .100E+01 .673E+00 .700E-01 .107E-01 .000E+00 .247E+00 .549E-01 .400E-02 .400E-02
 4375 .100E+01 .673E+00 .701E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4380 .100E+01 .673E+00 .701E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4385 .100E+01 .672E+00 .701E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4390 .100E+01 .672E+00 .702E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4395 .100E+01 .672E+00 .702E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4400 .100E+01 .672E+00 .702E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4405 .100E+01 .672E+00 .703E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4410 .100E+01 .672E+00 .703E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4415 .100E+01 .672E+00 .703E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4420 .100E+01 .672E+00 .704E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4425 .100E+01 .672E+00 .704E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4430 .100E+01 .672E+00 .704E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4435 .100E+01 .672E+00 .705E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4440 .100E+01 .672E+00 .705E-01 .107E-01 .000E+00 .247E+00 .548E-01 .400E-02 .400E-02
 4445 .100E+01 .672E+00 .705E-01 .107E-01 .000E+00 .247E+00 .547E-01 .400E-02 .400E-02
 4450 .100E+01 .671E+00 .706E-01 .107E-01 .000E+00 .247E+00 .547E-01 .400E-02 .400E-02
 4455 .100E+01 .671E+00 .706E-01 .107E-01 .000E+00 .247E+00 .547E-01 .400E-02 .400E-02
 4460 .100E+01 .671E+00 .706E-01 .107E-01 .000E+00 .247E+00 .547E-01 .400E-02 .400E-02
 4465 .100E+01 .671E+00 .707E-01 .107E-01 .000E+00 .247E+00 .547E-01 .400E-02 .400E-02
 4470 .100E+01 .671E+00 .707E-01 .107E-01 .000E+00 .247E+00 .547E-01 .400E-02 .400E-02
 4475 .100E+01 .671E+00 .707E-01 .107E-01 .000E+00 .247E+00 .547E-01 .400E-02 .400E-02
 4480 .100E+01 .671E+00 .708E-01 .107E-01 .000E+00 .247E+00 .547E-01 .400E-02 .400E-02
 4485 .100E+01 .671E+00 .708E-01 .107E-01 .000E+00 .247E+00 .547E-01 .400E-02 .400E-02
 4490 .100E+01 .671E+00 .709E-01 .107E-01 .000E+00 .248E+00 .547E-01 .400E-02 .400E-02
 4495 .100E+01 .671E+00 .709E-01 .107E-01 .000E+00 .248E+00 .547E-01 .400E-02 .400E-02
