 time   Mgal      M*       MWD     MBHNS    Msub     Mgas     Zgas   <Z*>mass <Z*>Lbol
    1 .100E+01 .100E+01 .000E+00 .000E+00 .000E+00 .000E+00 .000E+00 .400E-02 .400E-02
    5 .100E+01 .987E+00 .000E+00 .769E-03 .000E+00 .124E-01 .274E+00 .400E-02 .400E-02
   10 .100E+01 .967E+00 .000E+00 .186E-02 .000E+00 .308E-01 .233E+00 .400E-02 .400E-02
   15 .100E+01 .956E+00 .000E+00 .296E-02 .000E+00 .413E-01 .204E+00 .400E-02 .400E-02
   20 .100E+01 .948E+00 .000E+00 .380E-02 .000E+00 .486E-01 .184E+00 .400E-02 .400E-02
   25 .100E+01 .941E+00 .000E+00 .455E-02 .000E+00 .544E-01 .170E+00 .400E-02 .400E-02
   30 .100E+01 .935E+00 .000E+00 .525E-02 .000E+00 .593E-01 .160E+00 .400E-02 .400E-02
   35 .100E+01 .930E+00 .000E+00 .594E-02 .000E+00 .636E-01 .152E+00 .400E-02 .400E-02
   40 .100E+01 .926E+00 .000E+00 .657E-02 .000E+00 .673E-01 .147E+00 .400E-02 .400E-02
   45 .100E+01 .922E+00 .000E+00 .719E-02 .000E+00 .706E-01 .142E+00 .400E-02 .400E-02
   50 .100E+01 .918E+00 .000E+00 .780E-02 .000E+00 .737E-01 .138E+00 .400E-02 .400E-02
   55 .100E+01 .915E+00 .000E+00 .841E-02 .000E+00 .766E-01 .135E+00 .400E-02 .400E-02
   60 .100E+01 .912E+00 .000E+00 .898E-02 .000E+00 .791E-01 .132E+00 .400E-02 .400E-02
   65 .100E+01 .909E+00 .000E+00 .954E-02 .000E+00 .814E-01 .130E+00 .400E-02 .400E-02
   70 .100E+01 .906E+00 .000E+00 .101E-01 .000E+00 .836E-01 .127E+00 .400E-02 .400E-02
   75 .100E+01 .904E+00 .000E+00 .106E-01 .000E+00 .857E-01 .125E+00 .400E-02 .400E-02
   80 .100E+01 .901E+00 .401E-03 .107E-01 .000E+00 .876E-01 .124E+00 .400E-02 .400E-02
   85 .100E+01 .899E+00 .890E-03 .107E-01 .000E+00 .894E-01 .122E+00 .400E-02 .400E-02
   90 .100E+01 .897E+00 .136E-02 .107E-01 .000E+00 .911E-01 .120E+00 .400E-02 .400E-02
   95 .100E+01 .895E+00 .181E-02 .107E-01 .000E+00 .928E-01 .118E+00 .400E-02 .400E-02
  100 .100E+01 .893E+00 .225E-02 .107E-01 .000E+00 .944E-01 .117E+00 .400E-02 .400E-02
  105 .100E+01 .891E+00 .267E-02 .107E-01 .000E+00 .960E-01 .115E+00 .400E-02 .400E-02
  110 .100E+01 .889E+00 .308E-02 .107E-01 .000E+00 .975E-01 .114E+00 .400E-02 .400E-02
  115 .100E+01 .887E+00 .346E-02 .107E-01 .000E+00 .989E-01 .112E+00 .400E-02 .400E-02
  120 .100E+01 .885E+00 .383E-02 .107E-01 .000E+00 .100E+00 .111E+00 .400E-02 .400E-02
  125 .100E+01 .883E+00 .418E-02 .107E-01 .000E+00 .102E+00 .110E+00 .400E-02 .400E-02
  130 .100E+01 .882E+00 .453E-02 .107E-01 .000E+00 .103E+00 .108E+00 .400E-02 .400E-02
  135 .100E+01 .880E+00 .488E-02 .107E-01 .000E+00 .104E+00 .107E+00 .400E-02 .400E-02
  140 .100E+01 .879E+00 .521E-02 .107E-01 .000E+00 .105E+00 .106E+00 .400E-02 .400E-02
  145 .100E+01 .877E+00 .554E-02 .107E-01 .000E+00 .106E+00 .105E+00 .400E-02 .400E-02
  150 .100E+01 .876E+00 .587E-02 .107E-01 .000E+00 .108E+00 .104E+00 .400E-02 .400E-02
  155 .100E+01 .874E+00 .619E-02 .107E-01 .000E+00 .109E+00 .103E+00 .400E-02 .400E-02
  160 .100E+01 .873E+00 .651E-02 .107E-01 .000E+00 .110E+00 .102E+00 .400E-02 .400E-02
  165 .100E+01 .872E+00 .682E-02 .107E-01 .000E+00 .111E+00 .102E+00 .400E-02 .400E-02
  170 .100E+01 .870E+00 .712E-02 .107E-01 .000E+00 .112E+00 .101E+00 .400E-02 .400E-02
  175 .100E+01 .869E+00 .743E-02 .107E-01 .000E+00 .113E+00 .100E+00 .400E-02 .400E-02
  180 .100E+01 .868E+00 .773E-02 .107E-01 .000E+00 .114E+00 .993E-01 .400E-02 .400E-02
  185 .100E+01 .866E+00 .802E-02 .107E-01 .000E+00 .115E+00 .986E-01 .400E-02 .400E-02
  190 .100E+01 .865E+00 .828E-02 .107E-01 .000E+00 .116E+00 .980E-01 .400E-02 .400E-02
  195 .100E+01 .864E+00 .854E-02 .107E-01 .000E+00 .117E+00 .974E-01 .400E-02 .400E-02
  200 .100E+01 .863E+00 .880E-02 .107E-01 .000E+00 .117E+00 .968E-01 .400E-02 .400E-02
  205 .100E+01 .862E+00 .905E-02 .107E-01 .000E+00 .118E+00 .962E-01 .400E-02 .400E-02
  210 .100E+01 .861E+00 .929E-02 .107E-01 .000E+00 .119E+00 .957E-01 .400E-02 .400E-02
  215 .100E+01 .860E+00 .954E-02 .107E-01 .000E+00 .120E+00 .951E-01 .400E-02 .400E-02
  220 .100E+01 .859E+00 .978E-02 .107E-01 .000E+00 .121E+00 .946E-01 .400E-02 .400E-02
  225 .100E+01 .858E+00 .100E-01 .107E-01 .000E+00 .121E+00 .941E-01 .400E-02 .400E-02
  230 .100E+01 .857E+00 .102E-01 .107E-01 .000E+00 .122E+00 .936E-01 .400E-02 .400E-02
  235 .100E+01 .856E+00 .105E-01 .107E-01 .000E+00 .123E+00 .931E-01 .400E-02 .400E-02
  240 .100E+01 .855E+00 .107E-01 .107E-01 .000E+00 .123E+00 .927E-01 .400E-02 .400E-02
  245 .100E+01 .854E+00 .109E-01 .107E-01 .000E+00 .124E+00 .922E-01 .400E-02 .400E-02
  250 .100E+01 .853E+00 .111E-01 .107E-01 .000E+00 .125E+00 .918E-01 .400E-02 .400E-02
  255 .100E+01 .852E+00 .114E-01 .107E-01 .000E+00 .126E+00 .914E-01 .400E-02 .400E-02
  260 .100E+01 .851E+00 .116E-01 .107E-01 .000E+00 .126E+00 .910E-01 .400E-02 .400E-02
  265 .100E+01 .851E+00 .118E-01 .107E-01 .000E+00 .127E+00 .906E-01 .400E-02 .400E-02
  270 .100E+01 .850E+00 .120E-01 .107E-01 .000E+00 .128E+00 .902E-01 .400E-02 .400E-02
  275 .100E+01 .849E+00 .122E-01 .107E-01 .000E+00 .128E+00 .898E-01 .400E-02 .400E-02
  280 .100E+01 .848E+00 .124E-01 .107E-01 .000E+00 .129E+00 .894E-01 .400E-02 .400E-02
  285 .100E+01 .847E+00 .126E-01 .107E-01 .000E+00 .130E+00 .891E-01 .400E-02 .400E-02
  290 .100E+01 .846E+00 .128E-01 .107E-01 .000E+00 .130E+00 .887E-01 .400E-02 .400E-02
  295 .100E+01 .845E+00 .130E-01 .107E-01 .000E+00 .131E+00 .884E-01 .400E-02 .400E-02
  300 .100E+01 .845E+00 .132E-01 .107E-01 .000E+00 .131E+00 .880E-01 .400E-02 .400E-02
  305 .100E+01 .844E+00 .134E-01 .107E-01 .000E+00 .132E+00 .877E-01 .400E-02 .400E-02
  310 .100E+01 .843E+00 .136E-01 .107E-01 .000E+00 .133E+00 .874E-01 .400E-02 .400E-02
  315 .100E+01 .842E+00 .138E-01 .107E-01 .000E+00 .133E+00 .871E-01 .400E-02 .400E-02
  320 .100E+01 .842E+00 .140E-01 .107E-01 .000E+00 .134E+00 .867E-01 .400E-02 .400E-02
  325 .100E+01 .841E+00 .142E-01 .107E-01 .000E+00 .134E+00 .864E-01 .400E-02 .400E-02
  330 .100E+01 .840E+00 .144E-01 .107E-01 .000E+00 .135E+00 .861E-01 .400E-02 .400E-02
  335 .100E+01 .839E+00 .145E-01 .107E-01 .000E+00 .135E+00 .859E-01 .400E-02 .400E-02
  340 .100E+01 .839E+00 .147E-01 .107E-01 .000E+00 .136E+00 .856E-01 .400E-02 .400E-02
  345 .100E+01 .838E+00 .149E-01 .107E-01 .000E+00 .137E+00 .853E-01 .400E-02 .400E-02
  350 .100E+01 .837E+00 .151E-01 .107E-01 .000E+00 .137E+00 .850E-01 .400E-02 .400E-02
  355 .100E+01 .836E+00 .153E-01 .107E-01 .000E+00 .138E+00 .847E-01 .400E-02 .400E-02
  360 .100E+01 .836E+00 .154E-01 .107E-01 .000E+00 .138E+00 .845E-01 .400E-02 .400E-02
  365 .100E+01 .835E+00 .156E-01 .107E-01 .000E+00 .139E+00 .842E-01 .400E-02 .400E-02
  370 .100E+01 .834E+00 .158E-01 .107E-01 .000E+00 .139E+00 .840E-01 .400E-02 .400E-02
  375 .100E+01 .834E+00 .159E-01 .107E-01 .000E+00 .140E+00 .837E-01 .400E-02 .400E-02
  380 .100E+01 .833E+00 .161E-01 .107E-01 .000E+00 .140E+00 .835E-01 .400E-02 .400E-02
  385 .100E+01 .832E+00 .162E-01 .107E-01 .000E+00 .141E+00 .833E-01 .400E-02 .400E-02
  390 .100E+01 .832E+00 .164E-01 .107E-01 .000E+00 .141E+00 .831E-01 .400E-02 .400E-02
  395 .100E+01 .831E+00 .165E-01 .107E-01 .000E+00 .142E+00 .828E-01 .400E-02 .400E-02
  400 .100E+01 .831E+00 .167E-01 .107E-01 .000E+00 .142E+00 .826E-01 .400E-02 .400E-02
  405 .100E+01 .830E+00 .168E-01 .107E-01 .000E+00 .142E+00 .824E-01 .400E-02 .400E-02
  410 .100E+01 .829E+00 .170E-01 .107E-01 .000E+00 .143E+00 .822E-01 .400E-02 .400E-02
  415 .100E+01 .829E+00 .171E-01 .107E-01 .000E+00 .143E+00 .820E-01 .400E-02 .400E-02
  420 .100E+01 .828E+00 .173E-01 .107E-01 .000E+00 .144E+00 .818E-01 .400E-02 .400E-02
  425 .100E+01 .828E+00 .174E-01 .107E-01 .000E+00 .144E+00 .816E-01 .400E-02 .400E-02
  430 .100E+01 .827E+00 .176E-01 .107E-01 .000E+00 .145E+00 .815E-01 .400E-02 .400E-02
  435 .100E+01 .827E+00 .177E-01 .107E-01 .000E+00 .145E+00 .813E-01 .400E-02 .400E-02
  440 .100E+01 .826E+00 .178E-01 .107E-01 .000E+00 .145E+00 .811E-01 .400E-02 .400E-02
  445 .100E+01 .825E+00 .180E-01 .107E-01 .000E+00 .146E+00 .809E-01 .400E-02 .400E-02
  450 .100E+01 .825E+00 .181E-01 .107E-01 .000E+00 .146E+00 .807E-01 .400E-02 .400E-02
  455 .100E+01 .824E+00 .182E-01 .107E-01 .000E+00 .147E+00 .806E-01 .400E-02 .400E-02
  460 .100E+01 .824E+00 .184E-01 .107E-01 .000E+00 .147E+00 .804E-01 .400E-02 .400E-02
  465 .100E+01 .823E+00 .185E-01 .107E-01 .000E+00 .147E+00 .802E-01 .400E-02 .400E-02
  470 .100E+01 .823E+00 .186E-01 .107E-01 .000E+00 .148E+00 .800E-01 .400E-02 .400E-02
  475 .100E+01 .822E+00 .188E-01 .107E-01 .000E+00 .148E+00 .799E-01 .400E-02 .400E-02
  480 .100E+01 .822E+00 .189E-01 .107E-01 .000E+00 .149E+00 .797E-01 .400E-02 .400E-02
  485 .100E+01 .821E+00 .190E-01 .107E-01 .000E+00 .149E+00 .796E-01 .400E-02 .400E-02
  490 .100E+01 .821E+00 .191E-01 .107E-01 .000E+00 .149E+00 .794E-01 .400E-02 .400E-02
  495 .100E+01 .820E+00 .193E-01 .107E-01 .000E+00 .150E+00 .792E-01 .400E-02 .400E-02
  500 .100E+01 .820E+00 .194E-01 .107E-01 .000E+00 .150E+00 .791E-01 .400E-02 .400E-02
  505 .100E+01 .819E+00 .195E-01 .107E-01 .000E+00 .151E+00 .789E-01 .400E-02 .400E-02
  510 .100E+01 .819E+00 .196E-01 .107E-01 .000E+00 .151E+00 .788E-01 .400E-02 .400E-02
  515 .100E+01 .818E+00 .198E-01 .107E-01 .000E+00 .151E+00 .786E-01 .400E-02 .400E-02
  520 .100E+01 .818E+00 .199E-01 .107E-01 .000E+00 .152E+00 .785E-01 .400E-02 .400E-02
  525 .100E+01 .817E+00 .200E-01 .107E-01 .000E+00 .152E+00 .783E-01 .400E-02 .400E-02
  530 .100E+01 .817E+00 .201E-01 .107E-01 .000E+00 .152E+00 .782E-01 .400E-02 .400E-02
  535 .100E+01 .816E+00 .202E-01 .107E-01 .000E+00 .153E+00 .781E-01 .400E-02 .400E-02
  540 .100E+01 .816E+00 .204E-01 .107E-01 .000E+00 .153E+00 .779E-01 .400E-02 .400E-02
  545 .100E+01 .815E+00 .205E-01 .107E-01 .000E+00 .153E+00 .778E-01 .400E-02 .400E-02
  550 .100E+01 .815E+00 .206E-01 .107E-01 .000E+00 .154E+00 .776E-01 .400E-02 .400E-02
  555 .100E+01 .814E+00 .207E-01 .107E-01 .000E+00 .154E+00 .775E-01 .400E-02 .400E-02
  560 .100E+01 .814E+00 .208E-01 .107E-01 .000E+00 .155E+00 .774E-01 .400E-02 .400E-02
  565 .100E+01 .813E+00 .209E-01 .107E-01 .000E+00 .155E+00 .772E-01 .400E-02 .400E-02
  570 .100E+01 .813E+00 .211E-01 .107E-01 .000E+00 .155E+00 .771E-01 .400E-02 .400E-02
  575 .100E+01 .813E+00 .212E-01 .107E-01 .000E+00 .156E+00 .770E-01 .400E-02 .400E-02
  580 .100E+01 .812E+00 .213E-01 .107E-01 .000E+00 .156E+00 .769E-01 .400E-02 .400E-02
  585 .100E+01 .812E+00 .214E-01 .107E-01 .000E+00 .156E+00 .767E-01 .400E-02 .400E-02
  590 .100E+01 .811E+00 .215E-01 .107E-01 .000E+00 .157E+00 .766E-01 .400E-02 .400E-02
  595 .100E+01 .811E+00 .216E-01 .107E-01 .000E+00 .157E+00 .765E-01 .400E-02 .400E-02
  600 .100E+01 .810E+00 .217E-01 .107E-01 .000E+00 .157E+00 .764E-01 .400E-02 .400E-02
  605 .100E+01 .810E+00 .218E-01 .107E-01 .000E+00 .158E+00 .763E-01 .400E-02 .400E-02
  610 .100E+01 .809E+00 .219E-01 .107E-01 .000E+00 .158E+00 .761E-01 .400E-02 .400E-02
  615 .100E+01 .809E+00 .220E-01 .107E-01 .000E+00 .158E+00 .760E-01 .400E-02 .400E-02
  620 .100E+01 .809E+00 .221E-01 .107E-01 .000E+00 .159E+00 .759E-01 .400E-02 .400E-02
  625 .100E+01 .808E+00 .223E-01 .107E-01 .000E+00 .159E+00 .758E-01 .400E-02 .400E-02
  630 .100E+01 .808E+00 .224E-01 .107E-01 .000E+00 .159E+00 .757E-01 .400E-02 .400E-02
  635 .100E+01 .807E+00 .225E-01 .107E-01 .000E+00 .159E+00 .756E-01 .400E-02 .400E-02
  640 .100E+01 .807E+00 .226E-01 .107E-01 .000E+00 .160E+00 .755E-01 .400E-02 .400E-02
  645 .100E+01 .807E+00 .227E-01 .107E-01 .000E+00 .160E+00 .753E-01 .400E-02 .400E-02
  650 .100E+01 .806E+00 .228E-01 .107E-01 .000E+00 .160E+00 .752E-01 .400E-02 .400E-02
  655 .100E+01 .806E+00 .229E-01 .107E-01 .000E+00 .161E+00 .751E-01 .400E-02 .400E-02
  660 .100E+01 .805E+00 .230E-01 .107E-01 .000E+00 .161E+00 .750E-01 .400E-02 .400E-02
  665 .100E+01 .805E+00 .231E-01 .107E-01 .000E+00 .161E+00 .749E-01 .400E-02 .400E-02
  670 .100E+01 .804E+00 .232E-01 .107E-01 .000E+00 .162E+00 .748E-01 .400E-02 .400E-02
  675 .100E+01 .804E+00 .233E-01 .107E-01 .000E+00 .162E+00 .747E-01 .400E-02 .400E-02
  680 .100E+01 .804E+00 .234E-01 .107E-01 .000E+00 .162E+00 .746E-01 .400E-02 .400E-02
  685 .100E+01 .803E+00 .235E-01 .107E-01 .000E+00 .163E+00 .745E-01 .400E-02 .400E-02
  690 .100E+01 .803E+00 .236E-01 .107E-01 .000E+00 .163E+00 .744E-01 .400E-02 .400E-02
  695 .100E+01 .802E+00 .237E-01 .107E-01 .000E+00 .163E+00 .743E-01 .400E-02 .400E-02
  700 .100E+01 .802E+00 .238E-01 .107E-01 .000E+00 .163E+00 .742E-01 .400E-02 .400E-02
  705 .100E+01 .802E+00 .239E-01 .107E-01 .000E+00 .164E+00 .741E-01 .400E-02 .400E-02
  710 .100E+01 .801E+00 .240E-01 .107E-01 .000E+00 .164E+00 .740E-01 .400E-02 .400E-02
  715 .100E+01 .801E+00 .241E-01 .107E-01 .000E+00 .164E+00 .739E-01 .400E-02 .400E-02
  720 .100E+01 .801E+00 .242E-01 .107E-01 .000E+00 .165E+00 .738E-01 .400E-02 .400E-02
  725 .100E+01 .800E+00 .243E-01 .107E-01 .000E+00 .165E+00 .737E-01 .400E-02 .400E-02
  730 .100E+01 .800E+00 .244E-01 .107E-01 .000E+00 .165E+00 .736E-01 .400E-02 .400E-02
  735 .100E+01 .799E+00 .245E-01 .107E-01 .000E+00 .165E+00 .735E-01 .400E-02 .400E-02
  740 .100E+01 .799E+00 .246E-01 .107E-01 .000E+00 .166E+00 .734E-01 .400E-02 .400E-02
  745 .100E+01 .799E+00 .247E-01 .107E-01 .000E+00 .166E+00 .733E-01 .400E-02 .400E-02
  750 .100E+01 .798E+00 .248E-01 .107E-01 .000E+00 .166E+00 .733E-01 .400E-02 .400E-02
  755 .100E+01 .798E+00 .249E-01 .107E-01 .000E+00 .166E+00 .732E-01 .400E-02 .400E-02
  760 .100E+01 .798E+00 .250E-01 .107E-01 .000E+00 .167E+00 .731E-01 .400E-02 .400E-02
  765 .100E+01 .797E+00 .251E-01 .107E-01 .000E+00 .167E+00 .730E-01 .400E-02 .400E-02
  770 .100E+01 .797E+00 .252E-01 .107E-01 .000E+00 .167E+00 .729E-01 .400E-02 .400E-02
  775 .100E+01 .796E+00 .253E-01 .107E-01 .000E+00 .168E+00 .728E-01 .400E-02 .400E-02
  780 .100E+01 .796E+00 .254E-01 .107E-01 .000E+00 .168E+00 .727E-01 .400E-02 .400E-02
  785 .100E+01 .796E+00 .255E-01 .107E-01 .000E+00 .168E+00 .726E-01 .400E-02 .400E-02
  790 .100E+01 .795E+00 .256E-01 .107E-01 .000E+00 .168E+00 .726E-01 .400E-02 .400E-02
  795 .100E+01 .795E+00 .256E-01 .107E-01 .000E+00 .169E+00 .725E-01 .400E-02 .400E-02
  800 .100E+01 .795E+00 .257E-01 .107E-01 .000E+00 .169E+00 .724E-01 .400E-02 .400E-02
  805 .100E+01 .794E+00 .258E-01 .107E-01 .000E+00 .169E+00 .723E-01 .400E-02 .400E-02
  810 .100E+01 .794E+00 .259E-01 .107E-01 .000E+00 .169E+00 .722E-01 .400E-02 .400E-02
  815 .100E+01 .794E+00 .260E-01 .107E-01 .000E+00 .170E+00 .721E-01 .400E-02 .400E-02
  820 .100E+01 .793E+00 .261E-01 .107E-01 .000E+00 .170E+00 .721E-01 .400E-02 .400E-02
  825 .100E+01 .793E+00 .262E-01 .107E-01 .000E+00 .170E+00 .720E-01 .400E-02 .400E-02
  830 .100E+01 .793E+00 .263E-01 .107E-01 .000E+00 .170E+00 .719E-01 .400E-02 .400E-02
  835 .100E+01 .792E+00 .264E-01 .107E-01 .000E+00 .171E+00 .718E-01 .400E-02 .400E-02
  840 .100E+01 .792E+00 .265E-01 .107E-01 .000E+00 .171E+00 .717E-01 .400E-02 .400E-02
  845 .100E+01 .792E+00 .266E-01 .107E-01 .000E+00 .171E+00 .717E-01 .400E-02 .400E-02
  850 .100E+01 .791E+00 .267E-01 .107E-01 .000E+00 .171E+00 .716E-01 .400E-02 .400E-02
  855 .100E+01 .791E+00 .268E-01 .107E-01 .000E+00 .172E+00 .715E-01 .400E-02 .400E-02
  860 .100E+01 .790E+00 .268E-01 .107E-01 .000E+00 .172E+00 .714E-01 .400E-02 .400E-02
  865 .100E+01 .790E+00 .269E-01 .107E-01 .000E+00 .172E+00 .714E-01 .400E-02 .400E-02
  870 .100E+01 .790E+00 .270E-01 .107E-01 .000E+00 .172E+00 .713E-01 .400E-02 .400E-02
  875 .100E+01 .789E+00 .271E-01 .107E-01 .000E+00 .173E+00 .712E-01 .400E-02 .400E-02
  880 .100E+01 .789E+00 .272E-01 .107E-01 .000E+00 .173E+00 .711E-01 .400E-02 .400E-02
  885 .100E+01 .789E+00 .273E-01 .107E-01 .000E+00 .173E+00 .711E-01 .400E-02 .400E-02
  890 .100E+01 .788E+00 .274E-01 .107E-01 .000E+00 .173E+00 .710E-01 .400E-02 .400E-02
  895 .100E+01 .788E+00 .275E-01 .107E-01 .000E+00 .174E+00 .709E-01 .400E-02 .400E-02
  900 .100E+01 .788E+00 .276E-01 .107E-01 .000E+00 .174E+00 .709E-01 .400E-02 .400E-02
  905 .100E+01 .788E+00 .277E-01 .107E-01 .000E+00 .174E+00 .708E-01 .400E-02 .400E-02
  910 .100E+01 .787E+00 .277E-01 .107E-01 .000E+00 .174E+00 .707E-01 .400E-02 .400E-02
  915 .100E+01 .787E+00 .278E-01 .107E-01 .000E+00 .175E+00 .706E-01 .400E-02 .400E-02
  920 .100E+01 .787E+00 .279E-01 .107E-01 .000E+00 .175E+00 .706E-01 .400E-02 .400E-02
  925 .100E+01 .786E+00 .280E-01 .107E-01 .000E+00 .175E+00 .705E-01 .400E-02 .400E-02
  930 .100E+01 .786E+00 .281E-01 .107E-01 .000E+00 .175E+00 .704E-01 .400E-02 .400E-02
  935 .100E+01 .786E+00 .282E-01 .107E-01 .000E+00 .175E+00 .704E-01 .400E-02 .400E-02
  940 .100E+01 .785E+00 .283E-01 .107E-01 .000E+00 .176E+00 .703E-01 .400E-02 .400E-02
  945 .100E+01 .785E+00 .284E-01 .107E-01 .000E+00 .176E+00 .702E-01 .400E-02 .400E-02
  950 .100E+01 .785E+00 .284E-01 .107E-01 .000E+00 .176E+00 .702E-01 .400E-02 .400E-02
  955 .100E+01 .784E+00 .285E-01 .107E-01 .000E+00 .176E+00 .701E-01 .400E-02 .400E-02
  960 .100E+01 .784E+00 .286E-01 .107E-01 .000E+00 .177E+00 .700E-01 .400E-02 .400E-02
  965 .100E+01 .784E+00 .287E-01 .107E-01 .000E+00 .177E+00 .700E-01 .400E-02 .400E-02
  970 .100E+01 .783E+00 .288E-01 .107E-01 .000E+00 .177E+00 .699E-01 .400E-02 .400E-02
  975 .100E+01 .783E+00 .289E-01 .107E-01 .000E+00 .177E+00 .698E-01 .400E-02 .400E-02
  980 .100E+01 .783E+00 .290E-01 .107E-01 .000E+00 .178E+00 .698E-01 .400E-02 .400E-02
  985 .100E+01 .783E+00 .290E-01 .107E-01 .000E+00 .178E+00 .697E-01 .400E-02 .400E-02
  990 .100E+01 .782E+00 .291E-01 .107E-01 .000E+00 .178E+00 .696E-01 .400E-02 .400E-02
  995 .100E+01 .782E+00 .292E-01 .107E-01 .000E+00 .178E+00 .696E-01 .400E-02 .400E-02
 1000 .100E+01 .782E+00 .293E-01 .107E-01 .000E+00 .178E+00 .695E-01 .400E-02 .400E-02
 1005 .100E+01 .781E+00 .294E-01 .107E-01 .000E+00 .179E+00 .695E-01 .400E-02 .400E-02
 1010 .100E+01 .781E+00 .295E-01 .107E-01 .000E+00 .179E+00 .694E-01 .400E-02 .400E-02
 1015 .100E+01 .781E+00 .295E-01 .107E-01 .000E+00 .179E+00 .693E-01 .400E-02 .400E-02
 1020 .100E+01 .780E+00 .296E-01 .107E-01 .000E+00 .179E+00 .693E-01 .400E-02 .400E-02
 1025 .100E+01 .780E+00 .297E-01 .107E-01 .000E+00 .179E+00 .692E-01 .400E-02 .400E-02
 1030 .100E+01 .780E+00 .298E-01 .107E-01 .000E+00 .180E+00 .692E-01 .400E-02 .400E-02
 1035 .100E+01 .780E+00 .299E-01 .107E-01 .000E+00 .180E+00 .691E-01 .400E-02 .400E-02
 1040 .100E+01 .779E+00 .300E-01 .107E-01 .000E+00 .180E+00 .690E-01 .400E-02 .400E-02
 1045 .100E+01 .779E+00 .300E-01 .107E-01 .000E+00 .180E+00 .690E-01 .400E-02 .400E-02
 1050 .100E+01 .779E+00 .301E-01 .107E-01 .000E+00 .180E+00 .689E-01 .400E-02 .400E-02
 1055 .100E+01 .778E+00 .302E-01 .107E-01 .000E+00 .181E+00 .689E-01 .400E-02 .400E-02
 1060 .100E+01 .778E+00 .303E-01 .107E-01 .000E+00 .181E+00 .688E-01 .400E-02 .400E-02
 1065 .100E+01 .778E+00 .304E-01 .107E-01 .000E+00 .181E+00 .687E-01 .400E-02 .400E-02
 1070 .100E+01 .777E+00 .304E-01 .107E-01 .000E+00 .181E+00 .687E-01 .400E-02 .400E-02
 1075 .100E+01 .777E+00 .305E-01 .107E-01 .000E+00 .182E+00 .686E-01 .400E-02 .400E-02
 1080 .100E+01 .777E+00 .306E-01 .107E-01 .000E+00 .182E+00 .686E-01 .400E-02 .400E-02
 1085 .100E+01 .777E+00 .307E-01 .107E-01 .000E+00 .182E+00 .685E-01 .400E-02 .400E-02
 1090 .100E+01 .776E+00 .308E-01 .107E-01 .000E+00 .182E+00 .685E-01 .400E-02 .400E-02
 1095 .100E+01 .776E+00 .309E-01 .107E-01 .000E+00 .182E+00 .684E-01 .400E-02 .400E-02
 1100 .100E+01 .776E+00 .309E-01 .107E-01 .000E+00 .183E+00 .683E-01 .400E-02 .400E-02
 1105 .100E+01 .776E+00 .310E-01 .107E-01 .000E+00 .183E+00 .683E-01 .400E-02 .400E-02
 1110 .100E+01 .775E+00 .311E-01 .107E-01 .000E+00 .183E+00 .682E-01 .400E-02 .400E-02
 1115 .100E+01 .775E+00 .312E-01 .107E-01 .000E+00 .183E+00 .682E-01 .400E-02 .400E-02
 1120 .100E+01 .775E+00 .313E-01 .107E-01 .000E+00 .183E+00 .681E-01 .400E-02 .400E-02
 1125 .100E+01 .774E+00 .313E-01 .107E-01 .000E+00 .184E+00 .681E-01 .400E-02 .400E-02
 1130 .100E+01 .774E+00 .314E-01 .107E-01 .000E+00 .184E+00 .680E-01 .400E-02 .400E-02
 1135 .100E+01 .774E+00 .315E-01 .107E-01 .000E+00 .184E+00 .680E-01 .400E-02 .400E-02
 1140 .100E+01 .774E+00 .316E-01 .107E-01 .000E+00 .184E+00 .679E-01 .400E-02 .400E-02
 1145 .100E+01 .773E+00 .317E-01 .107E-01 .000E+00 .184E+00 .678E-01 .400E-02 .400E-02
 1150 .100E+01 .773E+00 .318E-01 .107E-01 .000E+00 .185E+00 .678E-01 .400E-02 .400E-02
 1155 .100E+01 .773E+00 .318E-01 .107E-01 .000E+00 .185E+00 .677E-01 .400E-02 .400E-02
 1160 .100E+01 .772E+00 .319E-01 .107E-01 .000E+00 .185E+00 .677E-01 .400E-02 .400E-02
 1165 .100E+01 .772E+00 .320E-01 .107E-01 .000E+00 .185E+00 .676E-01 .400E-02 .400E-02
 1170 .100E+01 .772E+00 .321E-01 .107E-01 .000E+00 .185E+00 .676E-01 .400E-02 .400E-02
 1175 .100E+01 .772E+00 .322E-01 .107E-01 .000E+00 .186E+00 .675E-01 .400E-02 .400E-02
 1180 .100E+01 .771E+00 .323E-01 .107E-01 .000E+00 .186E+00 .675E-01 .400E-02 .400E-02
 1185 .100E+01 .771E+00 .323E-01 .107E-01 .000E+00 .186E+00 .674E-01 .400E-02 .400E-02
 1190 .100E+01 .771E+00 .324E-01 .107E-01 .000E+00 .186E+00 .673E-01 .400E-02 .400E-02
 1195 .100E+01 .770E+00 .325E-01 .107E-01 .000E+00 .186E+00 .673E-01 .400E-02 .400E-02
 1200 .100E+01 .770E+00 .326E-01 .107E-01 .000E+00 .187E+00 .672E-01 .400E-02 .400E-02
 1205 .100E+01 .770E+00 .327E-01 .107E-01 .000E+00 .187E+00 .672E-01 .400E-02 .400E-02
 1210 .100E+01 .770E+00 .327E-01 .107E-01 .000E+00 .187E+00 .671E-01 .400E-02 .400E-02
